sample_id,model_name,benchmark,completeness,efficiency,readability
bird_39,Arctic-Text2SQL-R1-7B,bird,,,
bird_45,Arctic-Text2SQL-R1-7B,bird,,,
bird_58,Arctic-Text2SQL-R1-7B,bird,,,
bird_52,Arctic-Text2SQL-R1-7B,bird,,,
bird_48,Arctic-Text2SQL-R1-7B,bird,,,
bird_62,Arctic-Text2SQL-R1-7B,bird,,,
bird_65,Arctic-Text2SQL-R1-7B,bird,,,
bird_59,Arctic-Text2SQL-R1-7B,bird,,,
bird_50,Arctic-Text2SQL-R1-7B,bird,,,
bird_63,Arctic-Text2SQL-R1-7B,bird,,,
bird_60,Arctic-Text2SQL-R1-7B,bird,,,
bird_75,Arctic-Text2SQL-R1-7B,bird,,,
bird_53,Arctic-Text2SQL-R1-7B,bird,,,
bird_56,Arctic-Text2SQL-R1-7B,bird,,,
bird_23,Arctic-Text2SQL-R1-7B,bird,,,
bird_67,Arctic-Text2SQL-R1-7B,bird,,,
bird_57,Arctic-Text2SQL-R1-7B,bird,,,
bird_73,Arctic-Text2SQL-R1-7B,bird,,,
bird_76,Arctic-Text2SQL-R1-7B,bird,,,
bird_61,Arctic-Text2SQL-R1-7B,bird,,,
bird_64,Arctic-Text2SQL-R1-7B,bird,,,
bird_79,Arctic-Text2SQL-R1-7B,bird,,,
bird_72,Arctic-Text2SQL-R1-7B,bird,,,
bird_83,Arctic-Text2SQL-R1-7B,bird,,,
bird_77,Arctic-Text2SQL-R1-7B,bird,,,
bird_71,Arctic-Text2SQL-R1-7B,bird,,,
bird_88,Arctic-Text2SQL-R1-7B,bird,,,
bird_66,Arctic-Text2SQL-R1-7B,bird,,,
bird_70,Arctic-Text2SQL-R1-7B,bird,,,
bird_68,Arctic-Text2SQL-R1-7B,bird,,,
bird_69,Arctic-Text2SQL-R1-7B,bird,,,
bird_55,Arctic-Text2SQL-R1-7B,bird,,,
bird_91,Arctic-Text2SQL-R1-7B,bird,,,
bird_87,Arctic-Text2SQL-R1-7B,bird,,,
bird_78,Arctic-Text2SQL-R1-7B,bird,,,
bird_49,Arctic-Text2SQL-R1-7B,bird,,,
bird_82,Arctic-Text2SQL-R1-7B,bird,,,
bird_74,Arctic-Text2SQL-R1-7B,bird,,,
bird_81,Arctic-Text2SQL-R1-7B,bird,,,
bird_86,Arctic-Text2SQL-R1-7B,bird,,,
bird_85,Arctic-Text2SQL-R1-7B,bird,,,
bird_80,Arctic-Text2SQL-R1-7B,bird,,,
bird_94,Arctic-Text2SQL-R1-7B,bird,,,
bird_92,Arctic-Text2SQL-R1-7B,bird,,,
bird_93,Arctic-Text2SQL-R1-7B,bird,,,
bird_95,Arctic-Text2SQL-R1-7B,bird,,,
bird_89,Arctic-Text2SQL-R1-7B,bird,,,
bird_97,Arctic-Text2SQL-R1-7B,bird,,,
bird_99,Arctic-Text2SQL-R1-7B,bird,,,
bird_98,Arctic-Text2SQL-R1-7B,bird,,,
bird_90,Arctic-Text2SQL-R1-7B,bird,,,
bird_96,Arctic-Text2SQL-R1-7B,bird,,,
bird_84,Arctic-Text2SQL-R1-7B,bird,,,
bird_27,Arctic-Text2SQL-R1-7B,bird,,,
spider_3,Arctic-Text2SQL-R1-7B,spider,,,
spider_5,Arctic-Text2SQL-R1-7B,spider,,,
spider_4,Arctic-Text2SQL-R1-7B,spider,,,
spider_2,Arctic-Text2SQL-R1-7B,spider,,,
spider_15,Arctic-Text2SQL-R1-7B,spider,,,
spider_14,Arctic-Text2SQL-R1-7B,spider,,,
spider_7,Arctic-Text2SQL-R1-7B,spider,,,
spider_6,Arctic-Text2SQL-R1-7B,spider,,,
spider_18,Arctic-Text2SQL-R1-7B,spider,,,
spider_20,Arctic-Text2SQL-R1-7B,spider,,,
spider_8,Arctic-Text2SQL-R1-7B,spider,,,
spider_1,Arctic-Text2SQL-R1-7B,spider,,,
spider_22,Arctic-Text2SQL-R1-7B,spider,,,
spider_23,Arctic-Text2SQL-R1-7B,spider,,,
spider_24,Arctic-Text2SQL-R1-7B,spider,,,
spider_9,Arctic-Text2SQL-R1-7B,spider,,,
spider_0,Arctic-Text2SQL-R1-7B,spider,,,
spider_28,Arctic-Text2SQL-R1-7B,spider,,,
spider_25,Arctic-Text2SQL-R1-7B,spider,,,
spider_26,Arctic-Text2SQL-R1-7B,spider,,,
spider_11,Arctic-Text2SQL-R1-7B,spider,,,
spider_10,Arctic-Text2SQL-R1-7B,spider,,,
spider_27,Arctic-Text2SQL-R1-7B,spider,,,
spider_12,Arctic-Text2SQL-R1-7B,spider,,,
spider_30,Arctic-Text2SQL-R1-7B,spider,,,
spider_33,Arctic-Text2SQL-R1-7B,spider,,,
spider_31,Arctic-Text2SQL-R1-7B,spider,,,
spider_35,Arctic-Text2SQL-R1-7B,spider,,,
spider_36,Arctic-Text2SQL-R1-7B,spider,,,
spider_37,Arctic-Text2SQL-R1-7B,spider,,,
spider_32,Arctic-Text2SQL-R1-7B,spider,,,
spider_38,Arctic-Text2SQL-R1-7B,spider,,,
spider_34,Arctic-Text2SQL-R1-7B,spider,,,
spider_40,Arctic-Text2SQL-R1-7B,spider,,,
spider_39,Arctic-Text2SQL-R1-7B,spider,,,
spider_13,Arctic-Text2SQL-R1-7B,spider,,,
spider_41,Arctic-Text2SQL-R1-7B,spider,,,
spider_16,Arctic-Text2SQL-R1-7B,spider,,,
spider_19,Arctic-Text2SQL-R1-7B,spider,,,
spider_17,Arctic-Text2SQL-R1-7B,spider,,,
spider_21,Arctic-Text2SQL-R1-7B,spider,,,
spider_29,Arctic-Text2SQL-R1-7B,spider,,,
spider_44,Arctic-Text2SQL-R1-7B,spider,,,
spider_42,Arctic-Text2SQL-R1-7B,spider,,,
spider_43,Arctic-Text2SQL-R1-7B,spider,,,
spider_45,Arctic-Text2SQL-R1-7B,spider,,,
spider_46,Arctic-Text2SQL-R1-7B,spider,,,
spider_48,Arctic-Text2SQL-R1-7B,spider,,,
spider_49,Arctic-Text2SQL-R1-7B,spider,,,
spider_47,Arctic-Text2SQL-R1-7B,spider,,,
spider_50,Arctic-Text2SQL-R1-7B,spider,,,
spider_55,Arctic-Text2SQL-R1-7B,spider,,,
spider_51,Arctic-Text2SQL-R1-7B,spider,,,
spider_52,Arctic-Text2SQL-R1-7B,spider,,,
spider_53,Arctic-Text2SQL-R1-7B,spider,,,
spider_57,Arctic-Text2SQL-R1-7B,spider,,,
spider_54,Arctic-Text2SQL-R1-7B,spider,,,
spider_59,Arctic-Text2SQL-R1-7B,spider,,,
spider_60,Arctic-Text2SQL-R1-7B,spider,,,
spider_62,Arctic-Text2SQL-R1-7B,spider,,,
spider_65,Arctic-Text2SQL-R1-7B,spider,,,
spider_56,Arctic-Text2SQL-R1-7B,spider,,,
spider_64,Arctic-Text2SQL-R1-7B,spider,,,
spider_66,Arctic-Text2SQL-R1-7B,spider,,,
spider_58,Arctic-Text2SQL-R1-7B,spider,,,
spider_63,Arctic-Text2SQL-R1-7B,spider,,,
spider_61,Arctic-Text2SQL-R1-7B,spider,,,
spider_69,Arctic-Text2SQL-R1-7B,spider,,,
spider_67,Arctic-Text2SQL-R1-7B,spider,,,
spider_68,Arctic-Text2SQL-R1-7B,spider,,,
spider_72,Arctic-Text2SQL-R1-7B,spider,,,
spider_73,Arctic-Text2SQL-R1-7B,spider,,,
spider_74,Arctic-Text2SQL-R1-7B,spider,,,
spider_75,Arctic-Text2SQL-R1-7B,spider,,,
spider_76,Arctic-Text2SQL-R1-7B,spider,,,
spider_79,Arctic-Text2SQL-R1-7B,spider,,,
spider_71,Arctic-Text2SQL-R1-7B,spider,,,
spider_81,Arctic-Text2SQL-R1-7B,spider,,,
spider_80,Arctic-Text2SQL-R1-7B,spider,,,
spider_78,Arctic-Text2SQL-R1-7B,spider,,,
spider_77,Arctic-Text2SQL-R1-7B,spider,,,
spider_86,Arctic-Text2SQL-R1-7B,spider,,,
spider_70,Arctic-Text2SQL-R1-7B,spider,,,
spider_85,Arctic-Text2SQL-R1-7B,spider,,,
spider_82,Arctic-Text2SQL-R1-7B,spider,,,
spider_83,Arctic-Text2SQL-R1-7B,spider,,,
spider_84,Arctic-Text2SQL-R1-7B,spider,,,
spider_87,Arctic-Text2SQL-R1-7B,spider,,,
spider_88,Arctic-Text2SQL-R1-7B,spider,,,
spider_91,Arctic-Text2SQL-R1-7B,spider,,,
spider_89,Arctic-Text2SQL-R1-7B,spider,,,
spider_92,Arctic-Text2SQL-R1-7B,spider,,,
spider_90,Arctic-Text2SQL-R1-7B,spider,,,
spider_94,Arctic-Text2SQL-R1-7B,spider,,,
spider_96,Arctic-Text2SQL-R1-7B,spider,,,
spider_99,Arctic-Text2SQL-R1-7B,spider,,,
spider_93,Arctic-Text2SQL-R1-7B,spider,,,
spider_95,Arctic-Text2SQL-R1-7B,spider,,,
spider_97,Arctic-Text2SQL-R1-7B,spider,,,
spider_98,Arctic-Text2SQL-R1-7B,spider,,,
bird_10,ChatGPT,bird,,,
bird_0,ChatGPT,bird,,,
bird_7,ChatGPT,bird,,,
bird_5,ChatGPT,bird,,,
bird_2,ChatGPT,bird,,,
bird_21,ChatGPT,bird,,,
bird_12,ChatGPT,bird,,,
bird_8,ChatGPT,bird,,,
bird_18,ChatGPT,bird,,,
bird_9,ChatGPT,bird,,,
bird_1,ChatGPT,bird,,,
bird_16,ChatGPT,bird,,,
bird_6,ChatGPT,bird,,,
bird_3,ChatGPT,bird,,,
bird_20,ChatGPT,bird,,,
bird_17,ChatGPT,bird,,,
bird_13,ChatGPT,bird,,,
bird_22,ChatGPT,bird,,,
bird_19,ChatGPT,bird,,,
bird_36,ChatGPT,bird,,,
bird_25,ChatGPT,bird,,,
bird_31,ChatGPT,bird,,,
bird_24,ChatGPT,bird,,,
bird_4,ChatGPT,bird,,,
bird_29,ChatGPT,bird,,,
bird_37,ChatGPT,bird,,,
bird_26,ChatGPT,bird,,,
bird_43,ChatGPT,bird,,,
bird_44,ChatGPT,bird,,,
bird_42,ChatGPT,bird,,,
bird_34,ChatGPT,bird,,,
bird_15,ChatGPT,bird,,,
bird_50,ChatGPT,bird,,,
bird_33,ChatGPT,bird,,,
bird_51,ChatGPT,bird,,,
bird_11,ChatGPT,bird,,,
bird_35,ChatGPT,bird,,,
bird_38,ChatGPT,bird,,,
bird_46,ChatGPT,bird,,,
bird_40,ChatGPT,bird,,,
bird_23,ChatGPT,bird,,,
bird_47,ChatGPT,bird,,,
bird_32,ChatGPT,bird,,,
bird_41,ChatGPT,bird,,,
bird_39,ChatGPT,bird,,,
bird_57,ChatGPT,bird,,,
bird_45,ChatGPT,bird,,,
bird_55,ChatGPT,bird,,,
bird_48,ChatGPT,bird,,,
bird_54,ChatGPT,bird,,,
bird_14,ChatGPT,bird,,,
bird_52,ChatGPT,bird,,,
bird_56,ChatGPT,bird,,,
bird_53,ChatGPT,bird,,,
bird_30,ChatGPT,bird,,,
bird_59,ChatGPT,bird,,,
bird_65,ChatGPT,bird,,,
bird_27,ChatGPT,bird,,,
bird_62,ChatGPT,bird,,,
bird_71,ChatGPT,bird,,,
bird_49,ChatGPT,bird,,,
bird_58,ChatGPT,bird,,,
bird_63,ChatGPT,bird,,,
bird_72,ChatGPT,bird,,,
bird_64,ChatGPT,bird,,,
bird_75,ChatGPT,bird,,,
bird_69,ChatGPT,bird,,,
bird_60,ChatGPT,bird,,,
bird_28,ChatGPT,bird,,,
bird_76,ChatGPT,bird,,,
bird_61,ChatGPT,bird,,,
bird_89,ChatGPT,bird,,,
bird_91,ChatGPT,bird,,,
bird_66,ChatGPT,bird,,,
bird_83,ChatGPT,bird,,,
bird_74,ChatGPT,bird,,,
bird_88,ChatGPT,bird,,,
bird_92,ChatGPT,bird,,,
bird_93,ChatGPT,bird,,,
bird_70,ChatGPT,bird,,,
bird_98,ChatGPT,bird,,,
bird_96,ChatGPT,bird,,,
bird_95,ChatGPT,bird,,,
bird_99,ChatGPT,bird,,,
bird_77,ChatGPT,bird,,,
bird_68,ChatGPT,bird,,,
bird_67,ChatGPT,bird,,,
bird_97,ChatGPT,bird,,,
bird_73,ChatGPT,bird,,,
bird_78,ChatGPT,bird,,,
bird_82,ChatGPT,bird,,,
bird_79,ChatGPT,bird,,,
bird_86,ChatGPT,bird,,,
bird_94,ChatGPT,bird,,,
bird_85,ChatGPT,bird,,,
bird_80,ChatGPT,bird,,,
bird_87,ChatGPT,bird,,,
bird_81,ChatGPT,bird,,,
bird_84,ChatGPT,bird,,,
bird_90,ChatGPT,bird,,,
spider_1,ChatGPT,spider,,,
spider_2,ChatGPT,spider,,,
spider_3,ChatGPT,spider,,,
spider_11,ChatGPT,spider,,,
spider_4,ChatGPT,spider,,,
spider_0,ChatGPT,spider,,,
spider_6,ChatGPT,spider,,,
spider_5,ChatGPT,spider,,,
spider_15,ChatGPT,spider,,,
spider_19,ChatGPT,spider,,,
spider_21,ChatGPT,spider,,,
spider_20,ChatGPT,spider,,,
spider_8,ChatGPT,spider,,,
spider_22,ChatGPT,spider,,,
spider_7,ChatGPT,spider,,,
spider_26,ChatGPT,spider,,,
spider_27,ChatGPT,spider,,,
spider_25,ChatGPT,spider,,,
spider_28,ChatGPT,spider,,,
spider_29,ChatGPT,spider,,,
spider_9,ChatGPT,spider,,,
spider_30,ChatGPT,spider,,,
spider_10,ChatGPT,spider,,,
spider_31,ChatGPT,spider,,,
spider_13,ChatGPT,spider,,,
spider_23,ChatGPT,spider,,,
spider_12,ChatGPT,spider,,,
spider_16,ChatGPT,spider,,,
spider_14,ChatGPT,spider,,,
spider_17,ChatGPT,spider,,,
spider_18,ChatGPT,spider,,,
spider_34,ChatGPT,spider,,,
spider_36,ChatGPT,spider,,,
spider_39,ChatGPT,spider,,,
spider_35,ChatGPT,spider,,,
spider_24,ChatGPT,spider,,,
spider_40,ChatGPT,spider,,,
spider_38,ChatGPT,spider,,,
spider_41,ChatGPT,spider,,,
spider_37,ChatGPT,spider,,,
spider_44,ChatGPT,spider,,,
spider_42,ChatGPT,spider,,,
spider_32,ChatGPT,spider,,,
spider_43,ChatGPT,spider,,,
spider_46,ChatGPT,spider,,,
spider_52,ChatGPT,spider,,,
spider_45,ChatGPT,spider,,,
spider_54,ChatGPT,spider,,,
spider_51,ChatGPT,spider,,,
spider_47,ChatGPT,spider,,,
spider_53,ChatGPT,spider,,,
spider_49,ChatGPT,spider,,,
spider_50,ChatGPT,spider,,,
spider_48,ChatGPT,spider,,,
spider_33,ChatGPT,spider,,,
spider_55,ChatGPT,spider,,,
spider_56,ChatGPT,spider,,,
spider_57,ChatGPT,spider,,,
spider_59,ChatGPT,spider,,,
spider_58,ChatGPT,spider,,,
spider_65,ChatGPT,spider,,,
spider_64,ChatGPT,spider,,,
spider_60,ChatGPT,spider,,,
spider_67,ChatGPT,spider,,,
spider_69,ChatGPT,spider,,,
spider_68,ChatGPT,spider,,,
spider_70,ChatGPT,spider,,,
spider_72,ChatGPT,spider,,,
spider_73,ChatGPT,spider,,,
spider_66,ChatGPT,spider,,,
spider_63,ChatGPT,spider,,,
spider_74,ChatGPT,spider,,,
spider_75,ChatGPT,spider,,,
spider_71,ChatGPT,spider,,,
spider_61,ChatGPT,spider,,,
spider_62,ChatGPT,spider,,,
spider_76,ChatGPT,spider,,,
spider_77,ChatGPT,spider,,,
spider_78,ChatGPT,spider,,,
spider_79,ChatGPT,spider,,,
spider_80,ChatGPT,spider,,,
spider_82,ChatGPT,spider,,,
spider_86,ChatGPT,spider,,,
spider_84,ChatGPT,spider,,,
spider_85,ChatGPT,spider,,,
spider_83,ChatGPT,spider,,,
spider_81,ChatGPT,spider,,,
spider_88,ChatGPT,spider,,,
spider_91,ChatGPT,spider,,,
spider_87,ChatGPT,spider,,,
spider_92,ChatGPT,spider,,,
spider_90,ChatGPT,spider,,,
spider_89,ChatGPT,spider,,,
spider_94,ChatGPT,spider,,,
spider_93,ChatGPT,spider,,,
spider_95,ChatGPT,spider,,,
spider_96,ChatGPT,spider,,,
spider_99,ChatGPT,spider,,,
spider_98,ChatGPT,spider,,,
spider_97,ChatGPT,spider,,,
bird_2,DeepSeek,bird,,,
bird_1,DeepSeek,bird,,,
bird_0,DeepSeek,bird,,,
bird_7,DeepSeek,bird,,,
bird_10,DeepSeek,bird,,,
bird_21,DeepSeek,bird,,,
bird_12,DeepSeek,bird,,,
bird_20,DeepSeek,bird,,,
bird_4,DeepSeek,bird,,,
bird_8,DeepSeek,bird,,,
bird_18,DeepSeek,bird,,,
bird_9,DeepSeek,bird,,,
bird_3,DeepSeek,bird,,,
bird_22,DeepSeek,bird,,,
bird_19,DeepSeek,bird,,,
bird_13,DeepSeek,bird,,,
bird_17,DeepSeek,bird,,,
bird_5,DeepSeek,bird,,,
bird_31,DeepSeek,bird,,,
bird_36,DeepSeek,bird,,,
bird_26,DeepSeek,bird,,,
bird_25,DeepSeek,bird,,,
bird_29,DeepSeek,bird,,,
bird_37,DeepSeek,bird,,,
bird_42,DeepSeek,bird,,,
bird_43,DeepSeek,bird,,,
bird_6,DeepSeek,bird,,,
bird_16,DeepSeek,bird,,,
bird_44,DeepSeek,bird,,,
bird_34,DeepSeek,bird,,,
bird_24,DeepSeek,bird,,,
bird_15,DeepSeek,bird,,,
bird_50,DeepSeek,bird,,,
bird_14,DeepSeek,bird,,,
bird_38,DeepSeek,bird,,,
bird_51,DeepSeek,bird,,,
bird_40,DeepSeek,bird,,,
bird_23,DeepSeek,bird,,,
bird_11,DeepSeek,bird,,,
bird_33,DeepSeek,bird,,,
bird_32,DeepSeek,bird,,,
bird_30,DeepSeek,bird,,,
bird_41,DeepSeek,bird,,,
bird_53,DeepSeek,bird,,,
bird_35,DeepSeek,bird,,,
bird_39,DeepSeek,bird,,,
bird_45,DeepSeek,bird,,,
bird_57,DeepSeek,bird,,,
bird_28,DeepSeek,bird,,,
bird_62,DeepSeek,bird,,,
bird_48,DeepSeek,bird,,,
bird_49,DeepSeek,bird,,,
bird_58,DeepSeek,bird,,,
bird_46,DeepSeek,bird,,,
bird_59,DeepSeek,bird,,,
bird_54,DeepSeek,bird,,,
bird_61,DeepSeek,bird,,,
bird_56,DeepSeek,bird,,,
bird_52,DeepSeek,bird,,,
bird_65,DeepSeek,bird,,,
bird_75,DeepSeek,bird,,,
bird_60,DeepSeek,bird,,,
bird_70,DeepSeek,bird,,,
bird_64,DeepSeek,bird,,,
bird_47,DeepSeek,bird,,,
bird_63,DeepSeek,bird,,,
bird_27,DeepSeek,bird,,,
bird_55,DeepSeek,bird,,,
bird_76,DeepSeek,bird,,,
bird_68,DeepSeek,bird,,,
bird_71,DeepSeek,bird,,,
bird_69,DeepSeek,bird,,,
bird_88,DeepSeek,bird,,,
bird_74,DeepSeek,bird,,,
bird_73,DeepSeek,bird,,,
bird_91,DeepSeek,bird,,,
bird_90,DeepSeek,bird,,,
bird_67,DeepSeek,bird,,,
bird_79,DeepSeek,bird,,,
bird_92,DeepSeek,bird,,,
bird_96,DeepSeek,bird,,,
bird_66,DeepSeek,bird,,,
bird_93,DeepSeek,bird,,,
bird_99,DeepSeek,bird,,,
bird_83,DeepSeek,bird,,,
bird_72,DeepSeek,bird,,,
bird_98,DeepSeek,bird,,,
bird_95,DeepSeek,bird,,,
bird_86,DeepSeek,bird,,,
bird_78,DeepSeek,bird,,,
bird_77,DeepSeek,bird,,,
bird_87,DeepSeek,bird,,,
bird_80,DeepSeek,bird,,,
bird_81,DeepSeek,bird,,,
bird_85,DeepSeek,bird,,,
bird_82,DeepSeek,bird,,,
bird_84,DeepSeek,bird,,,
bird_94,DeepSeek,bird,,,
bird_97,DeepSeek,bird,,,
bird_89,DeepSeek,bird,,,
spider_0,DeepSeek,spider,,,
spider_1,DeepSeek,spider,,,
spider_2,DeepSeek,spider,,,
spider_3,DeepSeek,spider,,,
spider_13,DeepSeek,spider,,,
spider_4,DeepSeek,spider,,,
spider_5,DeepSeek,spider,,,
spider_7,DeepSeek,spider,,,
spider_6,DeepSeek,spider,,,
spider_8,DeepSeek,spider,,,
spider_19,DeepSeek,spider,,,
spider_21,DeepSeek,spider,,,
spider_9,DeepSeek,spider,,,
spider_10,DeepSeek,spider,,,
spider_22,DeepSeek,spider,,,
spider_27,DeepSeek,spider,,,
spider_23,DeepSeek,spider,,,
spider_11,DeepSeek,spider,,,
spider_12,DeepSeek,spider,,,
spider_25,DeepSeek,spider,,,
spider_26,DeepSeek,spider,,,
spider_15,DeepSeek,spider,,,
spider_31,DeepSeek,spider,,,
spider_29,DeepSeek,spider,,,
spider_16,DeepSeek,spider,,,
spider_17,DeepSeek,spider,,,
spider_34,DeepSeek,spider,,,
spider_30,DeepSeek,spider,,,
spider_33,DeepSeek,spider,,,
spider_28,DeepSeek,spider,,,
spider_18,DeepSeek,spider,,,
spider_36,DeepSeek,spider,,,
spider_32,DeepSeek,spider,,,
spider_37,DeepSeek,spider,,,
spider_40,DeepSeek,spider,,,
spider_38,DeepSeek,spider,,,
spider_39,DeepSeek,spider,,,
spider_35,DeepSeek,spider,,,
spider_43,DeepSeek,spider,,,
spider_41,DeepSeek,spider,,,
spider_20,DeepSeek,spider,,,
spider_42,DeepSeek,spider,,,
spider_24,DeepSeek,spider,,,
spider_14,DeepSeek,spider,,,
spider_44,DeepSeek,spider,,,
spider_45,DeepSeek,spider,,,
spider_46,DeepSeek,spider,,,
spider_47,DeepSeek,spider,,,
spider_49,DeepSeek,spider,,,
spider_54,DeepSeek,spider,,,
spider_53,DeepSeek,spider,,,
spider_48,DeepSeek,spider,,,
spider_50,DeepSeek,spider,,,
spider_56,DeepSeek,spider,,,
spider_51,DeepSeek,spider,,,
spider_55,DeepSeek,spider,,,
spider_60,DeepSeek,spider,,,
spider_61,DeepSeek,spider,,,
spider_52,DeepSeek,spider,,,
spider_64,DeepSeek,spider,,,
spider_57,DeepSeek,spider,,,
spider_59,DeepSeek,spider,,,
spider_63,DeepSeek,spider,,,
spider_58,DeepSeek,spider,,,
spider_62,DeepSeek,spider,,,
spider_66,DeepSeek,spider,,,
spider_65,DeepSeek,spider,,,
spider_67,DeepSeek,spider,,,
spider_68,DeepSeek,spider,,,
spider_73,DeepSeek,spider,,,
spider_69,DeepSeek,spider,,,
spider_75,DeepSeek,spider,,,
spider_70,DeepSeek,spider,,,
spider_76,DeepSeek,spider,,,
spider_77,DeepSeek,spider,,,
spider_72,DeepSeek,spider,,,
spider_71,DeepSeek,spider,,,
spider_81,DeepSeek,spider,,,
spider_79,DeepSeek,spider,,,
spider_82,DeepSeek,spider,,,
spider_83,DeepSeek,spider,,,
spider_84,DeepSeek,spider,,,
spider_74,DeepSeek,spider,,,
spider_85,DeepSeek,spider,,,
spider_86,DeepSeek,spider,,,
spider_78,DeepSeek,spider,,,
spider_87,DeepSeek,spider,,,
spider_88,DeepSeek,spider,,,
spider_80,DeepSeek,spider,,,
spider_90,DeepSeek,spider,,,
spider_89,DeepSeek,spider,,,
spider_91,DeepSeek,spider,,,
spider_92,DeepSeek,spider,,,
spider_93,DeepSeek,spider,,,
spider_95,DeepSeek,spider,,,
spider_96,DeepSeek,spider,,,
spider_99,DeepSeek,spider,,,
spider_94,DeepSeek,spider,,,
spider_98,DeepSeek,spider,,,
spider_97,DeepSeek,spider,,,
bird_0,Defog-Llama3-SQLCoder-8B,bird,,,
bird_10,Defog-Llama3-SQLCoder-8B,bird,,,
bird_7,Defog-Llama3-SQLCoder-8B,bird,,,
bird_8,Defog-Llama3-SQLCoder-8B,bird,,,
bird_1,Defog-Llama3-SQLCoder-8B,bird,,,
bird_22,Defog-Llama3-SQLCoder-8B,bird,,,
bird_21,Defog-Llama3-SQLCoder-8B,bird,,,
bird_2,Defog-Llama3-SQLCoder-8B,bird,,,
bird_12,Defog-Llama3-SQLCoder-8B,bird,,,
bird_16,Defog-Llama3-SQLCoder-8B,bird,,,
bird_18,Defog-Llama3-SQLCoder-8B,bird,,,
bird_3,Defog-Llama3-SQLCoder-8B,bird,,,
bird_20,Defog-Llama3-SQLCoder-8B,bird,,,
bird_17,Defog-Llama3-SQLCoder-8B,bird,,,
bird_24,Defog-Llama3-SQLCoder-8B,bird,,,
bird_25,Defog-Llama3-SQLCoder-8B,bird,,,
bird_33,Defog-Llama3-SQLCoder-8B,bird,,,
bird_15,Defog-Llama3-SQLCoder-8B,bird,,,
bird_9,Defog-Llama3-SQLCoder-8B,bird,,,
bird_29,Defog-Llama3-SQLCoder-8B,bird,,,
bird_31,Defog-Llama3-SQLCoder-8B,bird,,,
bird_26,Defog-Llama3-SQLCoder-8B,bird,,,
bird_37,Defog-Llama3-SQLCoder-8B,bird,,,
bird_35,Defog-Llama3-SQLCoder-8B,bird,,,
bird_42,Defog-Llama3-SQLCoder-8B,bird,,,
bird_36,Defog-Llama3-SQLCoder-8B,bird,,,
bird_11,Defog-Llama3-SQLCoder-8B,bird,,,
bird_43,Defog-Llama3-SQLCoder-8B,bird,,,
bird_34,Defog-Llama3-SQLCoder-8B,bird,,,
bird_44,Defog-Llama3-SQLCoder-8B,bird,,,
bird_5,Defog-Llama3-SQLCoder-8B,bird,,,
