any_hit,benchmark,candidate_hits,db_id,db_path,difficulty,empty_sql,evidence,first_hit,first_pred_error,first_pred_sql,first_pred_success,gold_error,gold_sql,gold_sql_len,gold_success,model_name,n_candidates,n_generations,question,question_len,run_label,sample_id,source_path
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,False,,SELECT COUNT(*) FROM satscores WHERE NumTstTakr < 100 AND dname = 'Merged Alameda',True,,SELECT COUNT(T1.CDSCode) FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Merged' AND T2.NumTstTakr < 100 AND T1.County = 'Lake',171,True,Arctic-Text2SQL-R1-7B,1,1,How many schools in merged Alameda have number of test takers less than 100?,76,ea,bird_16,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,K-12 means First-through-twelfth-grade,False,no such column: Enrollment,SELECT OpenDate FROM schools ORDER BY Enrollment DESC LIMIT 1,False,,SELECT T2.OpenDate FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,131,True,Arctic-Text2SQL-R1-7B,1,1,When did the first-through-twelfth-grade school with the largest enrollment open?,81,ea,bird_29,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
True,bird,[true],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,True,,SELECT COUNT(*) FROM frpm WHERE `County Name` = 'Amador' AND `Low Grade` = '9' AND `High Grade` = '12',True,,SELECT COUNT(T1.`School Name`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Amador' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12,173,True,Arctic-Text2SQL-R1-7B,1,1,How many schools in Amador which the Low Grade is 9 and the High Grade is 12?,77,ea,bird_20,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,Charted school means `Charter School (Y/N)` = 1 in the table frpm; Students enrolled in grades 1 through 12 refers to `Enrollment (K-12)`,False,"near ""."": syntax error",SELECT ...,False,,SELECT T2.AdmEmail1 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter School (Y/N)` = 1 ORDER BY T1.`Enrollment (K-12)` ASC LIMIT 1,167,True,Arctic-Text2SQL-R1-7B,1,1,What is the administrator's email address of the chartered school with the fewest students enrolled in grades 1 through 12?,123,ea,bird_35,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,K-12 refers to students in grades 1 through 12; Eligible free rate for K-12 = `Free Meal Count (K-12)` / `Enrollment (K-12)`,False,"near ""."": syntax error",SELECT ...,False,,"SELECT CAST(`Free Meal Count (K-12)` AS REAL) / `Enrollment (K-12)` FROM frpm ORDER BY `Enrollment (K-12)` DESC LIMIT 9, 2",122,True,Arctic-Text2SQL-R1-7B,1,1,What is the eligible free rate of the 10th and 11th schools with the highest enrolment for students in grades 1 through 12?,123,ea,bird_31,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,challenging,False,"full name means first name, last name; There are at most 3 administrators for each school; SAT Scores are greater or equal to 1500 refers to NumGE1500",False,,"SELECT AdmFName1, AdmLName1 FROM schools WHERE CDSCode = (SELECT cds FROM satscores ORDER BY NumGE1500 DESC LIMIT 1)",True,,"SELECT T2.AdmFName1, T2.AdmLName1, T2.AdmFName2, T2.AdmLName2, T2.AdmFName3, T2.AdmLName3 FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1",193,True,Arctic-Text2SQL-R1-7B,1,1,Under whose administration is the school with the highest number of students scoring 1500 or more on the SAT? Indicate their full names.,136,ea,bird_36,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,False,,SELECT EdOpsName FROM schools WHERE CDSCode = (SELECT cds FROM satscores ORDER BY AvgScrMath DESC LIMIT 1),True,,SELECT T2.EdOpsName FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 1,124,True,Arctic-Text2SQL-R1-7B,1,1,What is the type of education offered in the school who scored the highest average in Math?,91,ea,bird_42,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
True,bird,[true],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,True,,"SELECT AVG(T1.AvgScrWrite) AS average_writing_score, T2.City FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.NumTstTakr = (SELECT MAX(NumTstTakr) FROM satscores WHERE NumGE1500 > 0) AND T1.NumGE1500 > 0 GROUP BY T2.City LIMIT 1",True,,"SELECT T1.AvgScrWrite, T2.City FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1",134,True,Arctic-Text2SQL-R1-7B,1,1,What is the average writing score of the school who has the highest number of test takers whose total SAT sscores are greater or equal to 1500? Indicate the city to where the school is situated.,194,ea,bird_44,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,Exclusively virtual refers to Virtual = 'F',False,,SELECT COUNT(*) FROM schools WHERE Virtual = 'Yes' AND CDSCode IN (SELECT cds FROM satscores WHERE AvgScrMath > 400),True,,SELECT COUNT(DISTINCT T2.School) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Virtual = 'F' AND T1.AvgScrMath > 400,148,True,Arctic-Text2SQL-R1-7B,1,1,How many schools with an average score in Math greater than 400 in the SAT test are exclusively virtual?,104,ea,bird_5,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,"Execellence Rate = NumGE1500 / NumTstTakr; complete address has Street, City, State, Zip code",False,,"SELECT Street, City, Zip, State FROM schools WHERE CDSCode = (SELECT CDSCode FROM frpm ORDER BY IRC ASC LIMIT 1)",True,,"SELECT T2.Street, T2.City, T2.State, T2.Zip FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY CAST(T1.NumGE1500 AS REAL) / T1.NumTstTakr ASC LIMIT 1",176,True,Arctic-Text2SQL-R1-7B,1,1,"What is the complete address of the school with the lowest excellence rate? Indicate the Street, City, Zip and State.",117,ea,bird_37,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,Exclusively virtual refers to Virtual = 'F'; respective counties means PARTITION BY County,False,"near ""."": syntax error",SELECT ...,False,,"SELECT School FROM (SELECT T2.School,T1.AvgScrRead, RANK() OVER (PARTITION BY T2.County ORDER BY T1.AvgScrRead DESC) AS rnk FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Virtual = 'F' ) ranked_schools WHERE rnk <= 5",247,True,Arctic-Text2SQL-R1-7B,1,1,List the names of virtual schools that are among the top 5 in their respective counties based on average reading scores.,120,ea,bird_41,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
True,bird,[true],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,Magnet schools or offer a magnet program means that Magnet = 1,True,,SELECT s.School FROM schools AS s INNER JOIN satscores AS ss ON s.CDSCode = ss.cds WHERE ss.NumTstTakr > 500 AND (s.Magnet = 1 OR s.GSoffered LIKE '%MAGNET%'),True,,SELECT T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Magnet = 1 AND T1.NumTstTakr > 500,129,True,Arctic-Text2SQL-R1-7B,1,1,"Among the schools with the SAT test takers of over 500, please list the schools that are magnet schools or offer a magnet program.",130,ea,bird_6,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,Fresno Unified is a name of district;,False,,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T2.rtype = 'Fresno Unified' ORDER BY T2.AvgScrRead ASC LIMIT 1,True,,SELECT T2.Phone FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.District = 'Fresno Unified' AND T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1,186,True,Arctic-Text2SQL-R1-7B,1,1,What is the telephone number for the school with the lowest average score in reading in Fresno Unified?,103,ea,bird_40,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,Average score for all subjects can be computed by AvgScrMath + AvgScrRead + AvgScrWrite,False,,"SELECT AVG(T1.AvgScrMath) AS average_math_score, T2.County FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode GROUP BY T2.County ORDER BY AVG(T1.AvgScrMath) ASC LIMIT 1",True,,"SELECT T1.AvgScrMath, T2.County FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrMath IS NOT NULL ORDER BY T1.AvgScrMath + T1.AvgScrRead + T1.AvgScrWrite ASC LIMIT 1",200,True,Arctic-Text2SQL-R1-7B,1,1,"What is the average math score of the school with the lowest average score for all subjects, and in which county is it located?",127,ea,bird_43,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,grades 1-12 means K-12; Eligible free or reduced price meal rate for K-12 = `FRPM Count (K-12)` / `Enrollment (K-12)`,False,"near ""."": syntax error",SELECT ...,False,,SELECT CAST(T1.`FRPM Count (K-12)` AS REAL) / T1.`Enrollment (K-12)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.SOC = 66 ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 5,199,True,Arctic-Text2SQL-R1-7B,1,1,What is the eligible free or reduced price meal rate for the top 5 schools in grades 1-12 with the highest free or reduced price meal count of the schools with the ownership code 66?,182,ea,bird_32,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,moderate,False,Charter schools refers to `Charter School (Y/N)` = 1 in the frpm,False,,SELECT Phone FROM schools WHERE Charter = 1 AND FundingType = 'Direct' AND OpenDate > '2000-01-01',True,,SELECT T2.Phone FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter Funding Type` = 'Directly funded' AND T1.`Charter School (Y/N)` = 1 AND T2.OpenDate > '2000-01-01',200,True,Arctic-Text2SQL-R1-7B,1,1,Please list the phone numbers of the direct charter-funded schools that are opened after 2000/1/1.,98,ea,bird_4,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
False,bird,[false],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,challenging,False,Difference between K-12 enrollment and 15-17 enrollment can be computed by `Enrollment (K-12)` - `Enrollment (Ages 5-17)`,False,"near ""."": syntax error",SELECT ...,False,,"SELECT T2.School, T2.DOC FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.FundingType = 'Locally funded' AND (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > (SELECT AVG(T3.`Enrollment (K-12)` - T3.`Enrollment (Ages 5-17)`) FROM frpm AS T3 INNER JOIN schools AS T4 ON T3.CDSCode = T4.CDSCode WHERE T4.FundingType = 'Locally funded')",368,True,Arctic-Text2SQL-R1-7B,1,1,"Consider the average difference between K-12 enrollment and 15-17 enrollment of schools that are locally funded, list the names and DOC type of schools which has a difference above this average.",194,ea,bird_28,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
True,bird,[true],california_schools,data/bird/dev_databases/california_schools/california_schools.sqlite,simple,False,,True,,SELECT Website FROM schools WHERE County = 'Los Angeles' AND CDSCode IN (SELECT cds FROM satscores WHERE NumTstTakr BETWEEN 2000 AND 3000),True,,SELECT T2.Website FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.NumTstTakr BETWEEN 2000 AND 3000 AND T2.County = 'Los Angeles',158,True,Arctic-Text2SQL-R1-7B,1,1,"What are the webpages for the Los Angeles County school that has between 2,000 and 3,000 test takers?",101,ea,bird_38,results/raw/Arctic-Text2SQL-R1-7B_bird_ea_20260326_162008.jsonl
