sample_id,model_name,benchmark,completeness,efficiency,readability
bird_23,Arctic-Text2SQL-R1-7B,bird,,,
bird_45,Arctic-Text2SQL-R1-7B,bird,,,
bird_49,Arctic-Text2SQL-R1-7B,bird,,,
bird_27,Arctic-Text2SQL-R1-7B,bird,,,
spider_2,Arctic-Text2SQL-R1-7B,spider,,,
spider_1,Arctic-Text2SQL-R1-7B,spider,,,
spider_3,Arctic-Text2SQL-R1-7B,spider,,,
spider_0,Arctic-Text2SQL-R1-7B,spider,,,
spider_4,Arctic-Text2SQL-R1-7B,spider,,,
spider_15,Arctic-Text2SQL-R1-7B,spider,,,
spider_5,Arctic-Text2SQL-R1-7B,spider,,,
spider_6,Arctic-Text2SQL-R1-7B,spider,,,
spider_7,Arctic-Text2SQL-R1-7B,spider,,,
spider_20,Arctic-Text2SQL-R1-7B,spider,,,
spider_8,Arctic-Text2SQL-R1-7B,spider,,,
spider_22,Arctic-Text2SQL-R1-7B,spider,,,
spider_10,Arctic-Text2SQL-R1-7B,spider,,,
spider_21,Arctic-Text2SQL-R1-7B,spider,,,
spider_27,Arctic-Text2SQL-R1-7B,spider,,,
spider_9,Arctic-Text2SQL-R1-7B,spider,,,
spider_24,Arctic-Text2SQL-R1-7B,spider,,,
spider_11,Arctic-Text2SQL-R1-7B,spider,,,
spider_23,Arctic-Text2SQL-R1-7B,spider,,,
spider_28,Arctic-Text2SQL-R1-7B,spider,,,
spider_26,Arctic-Text2SQL-R1-7B,spider,,,
spider_25,Arctic-Text2SQL-R1-7B,spider,,,
spider_30,Arctic-Text2SQL-R1-7B,spider,,,
spider_12,Arctic-Text2SQL-R1-7B,spider,,,
spider_13,Arctic-Text2SQL-R1-7B,spider,,,
spider_14,Arctic-Text2SQL-R1-7B,spider,,,
spider_16,Arctic-Text2SQL-R1-7B,spider,,,
spider_19,Arctic-Text2SQL-R1-7B,spider,,,
spider_17,Arctic-Text2SQL-R1-7B,spider,,,
spider_18,Arctic-Text2SQL-R1-7B,spider,,,
spider_29,Arctic-Text2SQL-R1-7B,spider,,,
spider_32,Arctic-Text2SQL-R1-7B,spider,,,
spider_33,Arctic-Text2SQL-R1-7B,spider,,,
spider_31,Arctic-Text2SQL-R1-7B,spider,,,
spider_34,Arctic-Text2SQL-R1-7B,spider,,,
spider_35,Arctic-Text2SQL-R1-7B,spider,,,
spider_36,Arctic-Text2SQL-R1-7B,spider,,,
spider_39,Arctic-Text2SQL-R1-7B,spider,,,
spider_38,Arctic-Text2SQL-R1-7B,spider,,,
spider_40,Arctic-Text2SQL-R1-7B,spider,,,
spider_37,Arctic-Text2SQL-R1-7B,spider,,,
spider_44,Arctic-Text2SQL-R1-7B,spider,,,
spider_42,Arctic-Text2SQL-R1-7B,spider,,,
spider_41,Arctic-Text2SQL-R1-7B,spider,,,
spider_43,Arctic-Text2SQL-R1-7B,spider,,,
spider_46,Arctic-Text2SQL-R1-7B,spider,,,
spider_45,Arctic-Text2SQL-R1-7B,spider,,,
spider_47,Arctic-Text2SQL-R1-7B,spider,,,
spider_48,Arctic-Text2SQL-R1-7B,spider,,,
spider_49,Arctic-Text2SQL-R1-7B,spider,,,
bird_1,ChatGPT,bird,,,
bird_0,ChatGPT,bird,,,
bird_2,ChatGPT,bird,,,
bird_7,ChatGPT,bird,,,
bird_10,ChatGPT,bird,,,
bird_3,ChatGPT,bird,,,
bird_12,ChatGPT,bird,,,
bird_22,ChatGPT,bird,,,
bird_20,ChatGPT,bird,,,
bird_21,ChatGPT,bird,,,
bird_16,ChatGPT,bird,,,
bird_18,ChatGPT,bird,,,
bird_8,ChatGPT,bird,,,
bird_13,ChatGPT,bird,,,
bird_19,ChatGPT,bird,,,
bird_9,ChatGPT,bird,,,
bird_26,ChatGPT,bird,,,
bird_5,ChatGPT,bird,,,
bird_4,ChatGPT,bird,,,
bird_6,ChatGPT,bird,,,
bird_25,ChatGPT,bird,,,
bird_15,ChatGPT,bird,,,
bird_17,ChatGPT,bird,,,
bird_29,ChatGPT,bird,,,
bird_33,ChatGPT,bird,,,
bird_37,ChatGPT,bird,,,
bird_36,ChatGPT,bird,,,
bird_14,ChatGPT,bird,,,
bird_35,ChatGPT,bird,,,
bird_31,ChatGPT,bird,,,
bird_43,ChatGPT,bird,,,
bird_44,ChatGPT,bird,,,
bird_42,ChatGPT,bird,,,
bird_24,ChatGPT,bird,,,
bird_34,ChatGPT,bird,,,
bird_40,ChatGPT,bird,,,
bird_30,ChatGPT,bird,,,
bird_38,ChatGPT,bird,,,
bird_11,ChatGPT,bird,,,
bird_32,ChatGPT,bird,,,
bird_48,ChatGPT,bird,,,
bird_47,ChatGPT,bird,,,
bird_23,ChatGPT,bird,,,
bird_46,ChatGPT,bird,,,
bird_39,ChatGPT,bird,,,
bird_45,ChatGPT,bird,,,
bird_41,ChatGPT,bird,,,
bird_28,ChatGPT,bird,,,
bird_49,ChatGPT,bird,,,
bird_27,ChatGPT,bird,,,
spider_1,ChatGPT,spider,,,
spider_2,ChatGPT,spider,,,
spider_0,ChatGPT,spider,,,
spider_3,ChatGPT,spider,,,
spider_11,ChatGPT,spider,,,
spider_4,ChatGPT,spider,,,
spider_13,ChatGPT,spider,,,
spider_5,ChatGPT,spider,,,
spider_15,ChatGPT,spider,,,
spider_6,ChatGPT,spider,,,
spider_20,ChatGPT,spider,,,
spider_19,ChatGPT,spider,,,
spider_7,ChatGPT,spider,,,
spider_21,ChatGPT,spider,,,
spider_23,ChatGPT,spider,,,
spider_22,ChatGPT,spider,,,
spider_8,ChatGPT,spider,,,
spider_25,ChatGPT,spider,,,
spider_28,ChatGPT,spider,,,
spider_29,ChatGPT,spider,,,
spider_9,ChatGPT,spider,,,
spider_10,ChatGPT,spider,,,
spider_31,ChatGPT,spider,,,
spider_32,ChatGPT,spider,,,
spider_35,ChatGPT,spider,,,
spider_37,ChatGPT,spider,,,
spider_34,ChatGPT,spider,,,
spider_33,ChatGPT,spider,,,
spider_36,ChatGPT,spider,,,
spider_12,ChatGPT,spider,,,
spider_14,ChatGPT,spider,,,
spider_39,ChatGPT,spider,,,
spider_17,ChatGPT,spider,,,
spider_38,ChatGPT,spider,,,
spider_16,ChatGPT,spider,,,
spider_40,ChatGPT,spider,,,
spider_41,ChatGPT,spider,,,
spider_18,ChatGPT,spider,,,
spider_24,ChatGPT,spider,,,
spider_43,ChatGPT,spider,,,
spider_27,ChatGPT,spider,,,
spider_26,ChatGPT,spider,,,
spider_30,ChatGPT,spider,,,
spider_42,ChatGPT,spider,,,
spider_45,ChatGPT,spider,,,
spider_44,ChatGPT,spider,,,
spider_46,ChatGPT,spider,,,
spider_47,ChatGPT,spider,,,
spider_48,ChatGPT,spider,,,
spider_49,ChatGPT,spider,,,
bird_7,DeepSeek,bird,,,
bird_0,DeepSeek,bird,,,
bird_1,DeepSeek,bird,,,
bird_2,DeepSeek,bird,,,
bird_10,DeepSeek,bird,,,
bird_4,DeepSeek,bird,,,
bird_16,DeepSeek,bird,,,
bird_12,DeepSeek,bird,,,
bird_22,DeepSeek,bird,,,
bird_3,DeepSeek,bird,,,
bird_21,DeepSeek,bird,,,
bird_18,DeepSeek,bird,,,
bird_15,DeepSeek,bird,,,
bird_19,DeepSeek,bird,,,
bird_20,DeepSeek,bird,,,
bird_13,DeepSeek,bird,,,
bird_17,DeepSeek,bird,,,
bird_9,DeepSeek,bird,,,
bird_5,DeepSeek,bird,,,
bird_8,DeepSeek,bird,,,
bird_31,DeepSeek,bird,,,
bird_37,DeepSeek,bird,,,
bird_36,DeepSeek,bird,,,
bird_42,DeepSeek,bird,,,
bird_6,DeepSeek,bird,,,
bird_43,DeepSeek,bird,,,
bird_40,DeepSeek,bird,,,
bird_44,DeepSeek,bird,,,
bird_14,DeepSeek,bird,,,
bird_25,DeepSeek,bird,,,
bird_24,DeepSeek,bird,,,
bird_26,DeepSeek,bird,,,
bird_34,DeepSeek,bird,,,
bird_29,DeepSeek,bird,,,
bird_48,DeepSeek,bird,,,
bird_38,DeepSeek,bird,,,
bird_30,DeepSeek,bird,,,
bird_41,DeepSeek,bird,,,
bird_32,DeepSeek,bird,,,
bird_35,DeepSeek,bird,,,
bird_39,DeepSeek,bird,,,
bird_11,DeepSeek,bird,,,
bird_46,DeepSeek,bird,,,
bird_33,DeepSeek,bird,,,
bird_23,DeepSeek,bird,,,
bird_47,DeepSeek,bird,,,
bird_45,DeepSeek,bird,,,
bird_28,DeepSeek,bird,,,
bird_49,DeepSeek,bird,,,
bird_27,DeepSeek,bird,,,
spider_0,DeepSeek,spider,,,
spider_1,DeepSeek,spider,,,
spider_2,DeepSeek,spider,,,
spider_3,DeepSeek,spider,,,
spider_4,DeepSeek,spider,,,
spider_14,DeepSeek,spider,,,
spider_5,DeepSeek,spider,,,
spider_7,DeepSeek,spider,,,
spider_6,DeepSeek,spider,,,
spider_9,DeepSeek,spider,,,
spider_20,DeepSeek,spider,,,
spider_21,DeepSeek,spider,,,
spider_8,DeepSeek,spider,,,
spider_11,DeepSeek,spider,,,
spider_10,DeepSeek,spider,,,
spider_22,DeepSeek,spider,,,
spider_25,DeepSeek,spider,,,
spider_23,DeepSeek,spider,,,
spider_27,DeepSeek,spider,,,
spider_26,DeepSeek,spider,,,
spider_28,DeepSeek,spider,,,
spider_31,DeepSeek,spider,,,
spider_30,DeepSeek,spider,,,
spider_34,DeepSeek,spider,,,
spider_33,DeepSeek,spider,,,
spider_29,DeepSeek,spider,,,
spider_12,DeepSeek,spider,,,
spider_32,DeepSeek,spider,,,
spider_36,DeepSeek,spider,,,
spider_35,DeepSeek,spider,,,
spider_39,DeepSeek,spider,,,
spider_40,DeepSeek,spider,,,
spider_38,DeepSeek,spider,,,
spider_37,DeepSeek,spider,,,
spider_15,DeepSeek,spider,,,
spider_17,DeepSeek,spider,,,
spider_16,DeepSeek,spider,,,
spider_42,DeepSeek,spider,,,
spider_41,DeepSeek,spider,,,
spider_13,DeepSeek,spider,,,
spider_43,DeepSeek,spider,,,
spider_19,DeepSeek,spider,,,
spider_18,DeepSeek,spider,,,
spider_24,DeepSeek,spider,,,
spider_44,DeepSeek,spider,,,
spider_45,DeepSeek,spider,,,
spider_47,DeepSeek,spider,,,
spider_46,DeepSeek,spider,,,
spider_48,DeepSeek,spider,,,
spider_49,DeepSeek,spider,,,
bird_1,Defog-Llama3-SQLCoder-8B,bird,,,
bird_0,Defog-Llama3-SQLCoder-8B,bird,,,
bird_10,Defog-Llama3-SQLCoder-8B,bird,,,
bird_7,Defog-Llama3-SQLCoder-8B,bird,,,
bird_12,Defog-Llama3-SQLCoder-8B,bird,,,
bird_22,Defog-Llama3-SQLCoder-8B,bird,,,
bird_3,Defog-Llama3-SQLCoder-8B,bird,,,
bird_2,Defog-Llama3-SQLCoder-8B,bird,,,
bird_21,Defog-Llama3-SQLCoder-8B,bird,,,
bird_8,Defog-Llama3-SQLCoder-8B,bird,,,
bird_25,Defog-Llama3-SQLCoder-8B,bird,,,
bird_20,Defog-Llama3-SQLCoder-8B,bird,,,
bird_18,Defog-Llama3-SQLCoder-8B,bird,,,
bird_24,Defog-Llama3-SQLCoder-8B,bird,,,
bird_16,Defog-Llama3-SQLCoder-8B,bird,,,
bird_26,Defog-Llama3-SQLCoder-8B,bird,,,
bird_14,Defog-Llama3-SQLCoder-8B,bird,,,
bird_9,Defog-Llama3-SQLCoder-8B,bird,,,
bird_15,Defog-Llama3-SQLCoder-8B,bird,,,
bird_33,Defog-Llama3-SQLCoder-8B,bird,,,
bird_29,Defog-Llama3-SQLCoder-8B,bird,,,
bird_31,Defog-Llama3-SQLCoder-8B,bird,,,
bird_37,Defog-Llama3-SQLCoder-8B,bird,,,
bird_13,Defog-Llama3-SQLCoder-8B,bird,,,
bird_35,Defog-Llama3-SQLCoder-8B,bird,,,
bird_42,Defog-Llama3-SQLCoder-8B,bird,,,
bird_43,Defog-Llama3-SQLCoder-8B,bird,,,
bird_32,Defog-Llama3-SQLCoder-8B,bird,,,
bird_6,Defog-Llama3-SQLCoder-8B,bird,,,
bird_4,Defog-Llama3-SQLCoder-8B,bird,,,
bird_44,Defog-Llama3-SQLCoder-8B,bird,,,
bird_34,Defog-Llama3-SQLCoder-8B,bird,,,
bird_5,Defog-Llama3-SQLCoder-8B,bird,,,
bird_36,Defog-Llama3-SQLCoder-8B,bird,,,
bird_17,Defog-Llama3-SQLCoder-8B,bird,,,
bird_38,Defog-Llama3-SQLCoder-8B,bird,,,
bird_11,Defog-Llama3-SQLCoder-8B,bird,,,
bird_28,Defog-Llama3-SQLCoder-8B,bird,,,
bird_45,Defog-Llama3-SQLCoder-8B,bird,,,
bird_46,Defog-Llama3-SQLCoder-8B,bird,,,
bird_41,Defog-Llama3-SQLCoder-8B,bird,,,
bird_47,Defog-Llama3-SQLCoder-8B,bird,,,
bird_19,Defog-Llama3-SQLCoder-8B,bird,,,
bird_23,Defog-Llama3-SQLCoder-8B,bird,,,
bird_30,Defog-Llama3-SQLCoder-8B,bird,,,
bird_40,Defog-Llama3-SQLCoder-8B,bird,,,
bird_48,Defog-Llama3-SQLCoder-8B,bird,,,
bird_39,Defog-Llama3-SQLCoder-8B,bird,,,
bird_49,Defog-Llama3-SQLCoder-8B,bird,,,
bird_27,Defog-Llama3-SQLCoder-8B,bird,,,
spider_0,Defog-Llama3-SQLCoder-8B,spider,,,
spider_1,Defog-Llama3-SQLCoder-8B,spider,,,
spider_12,Defog-Llama3-SQLCoder-8B,spider,,,
spider_2,Defog-Llama3-SQLCoder-8B,spider,,,
spider_3,Defog-Llama3-SQLCoder-8B,spider,,,
spider_14,Defog-Llama3-SQLCoder-8B,spider,,,
spider_4,Defog-Llama3-SQLCoder-8B,spider,,,
spider_5,Defog-Llama3-SQLCoder-8B,spider,,,
spider_6,Defog-Llama3-SQLCoder-8B,spider,,,
spider_7,Defog-Llama3-SQLCoder-8B,spider,,,
spider_21,Defog-Llama3-SQLCoder-8B,spider,,,
spider_20,Defog-Llama3-SQLCoder-8B,spider,,,
spider_8,Defog-Llama3-SQLCoder-8B,spider,,,
spider_9,Defog-Llama3-SQLCoder-8B,spider,,,
spider_23,Defog-Llama3-SQLCoder-8B,spider,,,
spider_10,Defog-Llama3-SQLCoder-8B,spider,,,
spider_29,Defog-Llama3-SQLCoder-8B,spider,,,
spider_22,Defog-Llama3-SQLCoder-8B,spider,,,
spider_26,Defog-Llama3-SQLCoder-8B,spider,,,
spider_11,Defog-Llama3-SQLCoder-8B,spider,,,
spider_28,Defog-Llama3-SQLCoder-8B,spider,,,
spider_25,Defog-Llama3-SQLCoder-8B,spider,,,
spider_30,Defog-Llama3-SQLCoder-8B,spider,,,
spider_13,Defog-Llama3-SQLCoder-8B,spider,,,
spider_35,Defog-Llama3-SQLCoder-8B,spider,,,
spider_32,Defog-Llama3-SQLCoder-8B,spider,,,
spider_34,Defog-Llama3-SQLCoder-8B,spider,,,
spider_31,Defog-Llama3-SQLCoder-8B,spider,,,
spider_33,Defog-Llama3-SQLCoder-8B,spider,,,
spider_15,Defog-Llama3-SQLCoder-8B,spider,,,
spider_17,Defog-Llama3-SQLCoder-8B,spider,,,
spider_19,Defog-Llama3-SQLCoder-8B,spider,,,
spider_16,Defog-Llama3-SQLCoder-8B,spider,,,
spider_18,Defog-Llama3-SQLCoder-8B,spider,,,
spider_27,Defog-Llama3-SQLCoder-8B,spider,,,
spider_24,Defog-Llama3-SQLCoder-8B,spider,,,
spider_36,Defog-Llama3-SQLCoder-8B,spider,,,
spider_40,Defog-Llama3-SQLCoder-8B,spider,,,
spider_39,Defog-Llama3-SQLCoder-8B,spider,,,
spider_37,Defog-Llama3-SQLCoder-8B,spider,,,
spider_38,Defog-Llama3-SQLCoder-8B,spider,,,
spider_41,Defog-Llama3-SQLCoder-8B,spider,,,
spider_43,Defog-Llama3-SQLCoder-8B,spider,,,
spider_44,Defog-Llama3-SQLCoder-8B,spider,,,
spider_45,Defog-Llama3-SQLCoder-8B,spider,,,
spider_46,Defog-Llama3-SQLCoder-8B,spider,,,
spider_42,Defog-Llama3-SQLCoder-8B,spider,,,
spider_48,Defog-Llama3-SQLCoder-8B,spider,,,
spider_47,Defog-Llama3-SQLCoder-8B,spider,,,
spider_49,Defog-Llama3-SQLCoder-8B,spider,,,
bird_0,Hrida-T2SQL,bird,,,
bird_2,Hrida-T2SQL,bird,,,
bird_10,Hrida-T2SQL,bird,,,
bird_7,Hrida-T2SQL,bird,,,
bird_1,Hrida-T2SQL,bird,,,
bird_22,Hrida-T2SQL,bird,,,
bird_12,Hrida-T2SQL,bird,,,
bird_8,Hrida-T2SQL,bird,,,
bird_21,Hrida-T2SQL,bird,,,
bird_4,Hrida-T2SQL,bird,,,
bird_18,Hrida-T2SQL,bird,,,
bird_6,Hrida-T2SQL,bird,,,
bird_31,Hrida-T2SQL,bird,,,
bird_16,Hrida-T2SQL,bird,,,
bird_20,Hrida-T2SQL,bird,,,
bird_24,Hrida-T2SQL,bird,,,
bird_9,Hrida-T2SQL,bird,,,
bird_3,Hrida-T2SQL,bird,,,
bird_13,Hrida-T2SQL,bird,,,
bird_36,Hrida-T2SQL,bird,,,
bird_37,Hrida-T2SQL,bird,,,
bird_26,Hrida-T2SQL,bird,,,
bird_15,Hrida-T2SQL,bird,,,
bird_5,Hrida-T2SQL,bird,,,
bird_33,Hrida-T2SQL,bird,,,
bird_29,Hrida-T2SQL,bird,,,
bird_42,Hrida-T2SQL,bird,,,
bird_19,Hrida-T2SQL,bird,,,
bird_35,Hrida-T2SQL,bird,,,
bird_17,Hrida-T2SQL,bird,,,
bird_43,Hrida-T2SQL,bird,,,
bird_40,Hrida-T2SQL,bird,,,
bird_44,Hrida-T2SQL,bird,,,
bird_25,Hrida-T2SQL,bird,,,
bird_14,Hrida-T2SQL,bird,,,
bird_34,Hrida-T2SQL,bird,,,
bird_30,Hrida-T2SQL,bird,,,
bird_28,Hrida-T2SQL,bird,,,
bird_48,Hrida-T2SQL,bird,,,
bird_41,Hrida-T2SQL,bird,,,
bird_45,Hrida-T2SQL,bird,,,
bird_11,Hrida-T2SQL,bird,,,
bird_47,Hrida-T2SQL,bird,,,
bird_46,Hrida-T2SQL,bird,,,
bird_32,Hrida-T2SQL,bird,,,
bird_39,Hrida-T2SQL,bird,,,
bird_38,Hrida-T2SQL,bird,,,
bird_23,Hrida-T2SQL,bird,,,
bird_49,Hrida-T2SQL,bird,,,
bird_27,Hrida-T2SQL,bird,,,
spider_0,Hrida-T2SQL,spider,,,
spider_1,Hrida-T2SQL,spider,,,
spider_11,Hrida-T2SQL,spider,,,
spider_2,Hrida-T2SQL,spider,,,
spider_4,Hrida-T2SQL,spider,,,
spider_15,Hrida-T2SQL,spider,,,
spider_5,Hrida-T2SQL,spider,,,
spider_18,Hrida-T2SQL,spider,,,
spider_16,Hrida-T2SQL,spider,,,
spider_3,Hrida-T2SQL,spider,,,
spider_7,Hrida-T2SQL,spider,,,
spider_20,Hrida-T2SQL,spider,,,
spider_6,Hrida-T2SQL,spider,,,
spider_26,Hrida-T2SQL,spider,,,
spider_10,Hrida-T2SQL,spider,,,
spider_9,Hrida-T2SQL,spider,,,
spider_8,Hrida-T2SQL,spider,,,
spider_25,Hrida-T2SQL,spider,,,
spider_13,Hrida-T2SQL,spider,,,
spider_12,Hrida-T2SQL,spider,,,
spider_31,Hrida-T2SQL,spider,,,
spider_27,Hrida-T2SQL,spider,,,
spider_28,Hrida-T2SQL,spider,,,
spider_14,Hrida-T2SQL,spider,,,
spider_30,Hrida-T2SQL,spider,,,
spider_29,Hrida-T2SQL,spider,,,
spider_32,Hrida-T2SQL,spider,,,
spider_17,Hrida-T2SQL,spider,,,
spider_19,Hrida-T2SQL,spider,,,
spider_22,Hrida-T2SQL,spider,,,
spider_23,Hrida-T2SQL,spider,,,
spider_21,Hrida-T2SQL,spider,,,
spider_24,Hrida-T2SQL,spider,,,
spider_35,Hrida-T2SQL,spider,,,
spider_36,Hrida-T2SQL,spider,,,
spider_33,Hrida-T2SQL,spider,,,
spider_34,Hrida-T2SQL,spider,,,
spider_37,Hrida-T2SQL,spider,,,
spider_39,Hrida-T2SQL,spider,,,
spider_40,Hrida-T2SQL,spider,,,
spider_38,Hrida-T2SQL,spider,,,
spider_41,Hrida-T2SQL,spider,,,
spider_42,Hrida-T2SQL,spider,,,
spider_44,Hrida-T2SQL,spider,,,
spider_43,Hrida-T2SQL,spider,,,
spider_47,Hrida-T2SQL,spider,,,
spider_45,Hrida-T2SQL,spider,,,
spider_48,Hrida-T2SQL,spider,,,
spider_49,Hrida-T2SQL,spider,,,
spider_46,Hrida-T2SQL,spider,,,
